  20231009022108960.UW.CHIMA..HH    4.94   0 0    1 1 1     0.00 0     0.00 0    0
  20231009022108960.UW.NATEM..HH    9.81   0 0    1 1 1     0.00 0     0.00 0    0
   20231009022108960.UW.HANS..HH   19.05   0 0    1 1 1     0.00 0     0.00 0    0
   20231009022108960.UW.PRIN..HH   20.50   0 0    1 1 1     0.00 0     0.00 0    0
  20231009022108960.UW.EQUIL..HH   24.56   0 0    1 1 1     0.00 0     0.00 0    0
   20231009022108960.UW.SALO..HH   28.47   0 0    1 1 1     0.00 0     0.00 0    0
   20231009022108960.UW.OSQM..HH   29.86   0 0    1 1 1     0.00 0     0.00 0    0
  20231009022108960.UW.KNGST..HH   30.94   0 0    1 1 1     0.00 0     0.00 0    0
   20231009022108960.UW.COYL..HH   38.36   0 0    1 1 1     0.00 0     0.00 0    0
  20231009022108960.UW.MORSE..HH   42.25   0 0    1 1 1     0.00 0     0.00 0    0
   20231009022108960.UW.HILL..HH   44.08   0 0    1 1 1     0.00 0     0.00 0    0
  20231009022108960.UW.LOPEZ..HH   45.60   0 0    1 1 1     0.00 0     0.00 0    0
    20231009022108960.UW.HDW..HH   49.87   0 0    1 1 1     0.00 0     0.00 0    0
   20231009022108960.UW.GUEM..HH   56.83   0 0    1 1 1     0.00 0     0.00 0    0
    20231009022108960.UW.BHW..HH   57.02   0 0    1 1 1     0.00 0     0.00 0    0
   20231009022108960.UW.LRIV..HH   57.66   0 0    1 1 1     0.00 0     0.00 0    0
  20231009022108960.UW.KTSAP..HH   60.05   0 0    1 1 1     0.00 0     0.00 0    0
   20231009022108960.UW.DONK..HH   60.35   0 0    1 1 1     0.00 0     0.00 0    0
   20231009022108960.UW.OLGA..HH   63.05   0 0    1 1 1     0.00 0     0.00 0    0
  20231009022108960.UW.TURTL..HH   68.10   0 0    1 1 1     0.00 0     0.00 0    0
   20231009022108960.UW.RNWY..HH   70.04   0 0    1 1 1     0.00 0     0.00 0    0
   20231009022108960.UW.COWS..HH   72.93   0 0    1 1 1     0.00 0     0.00 0    0
   20231009022108960.UW.MULN..HH   74.04   0 0    1 1 1     0.00 0     0.00 0    0
   20231009022108960.UW.LUMI..HH   75.65   0 0    1 1 1     0.00 0     0.00 0    0
    20231009022108960.UW.HTW..HH   76.55   0 0    1 1 1     0.00 0     0.00 0    0
  20231009022108960.UW.SAXON..HH   83.08   0 0    1 1 1     0.00 0     0.00 0    0
  20231009022108960.UW.MAPLE..HH   83.30   0 0    1 1 1     0.00 0     0.00 0    0
  20231009022108960.UW.SKOKO..HH   84.82   0 0    1 1 1     0.00 0     0.00 0    0
   20231009022108960.UW.BHAM..HH   86.27   0 0    1 1 1     0.00 0     0.00 0    0
   20231009022108960.UW.DART..HH   86.86   0 0    1 1 1     0.00 0     0.00 0    0
   20231009022108960.UW.TOLT..HH   86.87   0 0    1 1 1     0.00 0     0.00 0    0
  20231009022108960.UW.EAGLE..HH   89.27   0 0    1 1 1     0.00 0     0.00 0    0
